ID,Name,Moves
529,drilbur,"""scratch, swords-dance, cut, submission, strength, earthquake, fissure, dig, toxic, double-team, skull-bash, fury-swipes, rest, rock-slide, slash, substitute, snore, protect, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, metal-claw, hidden-power, rock-smash, facade, brick-break, secret-power, mud-sport, crush-claw, rock-tomb, metal-sound, sand-tomb, aerial-ace, iron-defense, mud-shot, fling, poison-jab, x-scissor, earth-power, shadow-claw, rock-climb, stealth-rock, hone-claws, round, bulldoze, drill-run, confide, high-horsepower, scorching-sands"""
530,excadrill,"""scratch, swords-dance, cut, horn-drill, hyper-beam, strength, earthquake, fissure, dig, toxic, double-team, fury-swipes, rest, rock-slide, slash, substitute, snore, protect, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, metal-claw, hidden-power, rock-smash, facade, brick-break, secret-power, mud-sport, crush-claw, rock-tomb, sand-tomb, aerial-ace, iron-defense, mud-shot, rock-blast, fling, magnet-rise, poison-jab, x-scissor, focus-blast, earth-power, giga-impact, shadow-claw, iron-head, stealth-rock, hone-claws, round, bulldoze, drill-run, rototiller, confide, high-horsepower, smart-strike, brutal-swing, stomping-tantrum, steel-beam, scorching-sands"""
531,audino,"""pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, body-slam, take-down, double-edge, growl, flamethrower, surf, ice-beam, blizzard, hyper-beam, low-kick, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, double-team, light-screen, reflect, fire-blast, amnesia, dream-eater, flash, rest, substitute, snore, protect, sweet-kiss, icy-wind, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, facade, focus-punch, helping-hand, role-play, wish, magic-coat, yawn, knock-off, skill-swap, refresh, snatch, secret-power, hyper-voice, signal-beam, covet, calm-mind, gravity, healing-wish, fling, lucky-chant, last-resort, drain-punch, giga-impact, zen-headbutt, trick-room, grass-knot, charge-beam, psyshock, telekinesis, simple-beam, entrainment, after-you, round, echoed-voice, ally-switch, heal-pulse, incinerate, retaliate, bestow, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-nice, confide, dazzling-gleam, baby-doll-eyes, power-up-punch, laser-focus, throat-chop, stomping-tantrum, life-dew"""
532,timburr,"""pound, comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, leer, low-kick, counter, strength, rock-throw, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, snore, reversal, protect, mach-punch, scary-face, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, smelling-salts, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, wake-up-slap, hammer-arm, payback, fling, force-palm, poison-jab, drain-punch, focus-blast, defog, stone-edge, grass-knot, wide-guard, smack-down, low-sweep, round, chip-away, retaliate, work-up, confide, power-up-punch, brutal-swing, coaching"""
533,gurdurr,"""pound, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, leer, low-kick, strength, rock-throw, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, snore, reversal, protect, scary-face, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, wake-up-slap, hammer-arm, close-combat, payback, fling, poison-jab, drain-punch, focus-blast, stone-edge, grass-knot, smack-down, low-sweep, round, chip-away, retaliate, work-up, confide, power-up-punch, high-horsepower, brutal-swing, coaching"""
534,conkeldurr,"""pound, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, leer, hyper-beam, low-kick, strength, rock-throw, earthquake, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, snore, reversal, protect, scary-face, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, rock-blast, wake-up-slap, hammer-arm, close-combat, payback, fling, poison-jab, drain-punch, focus-blast, giga-impact, stone-edge, grass-knot, smack-down, low-sweep, round, chip-away, retaliate, bulldoze, work-up, confide, power-up-punch, high-horsepower, brutal-swing, stomping-tantrum, coaching"""
535,tympole,"""growl, supersonic, acid, mist, hydro-pump, surf, bubble-beam, toxic, screech, double-team, bubble, rest, substitute, snore, flail, protect, sludge-bomb, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, uproar, hail, facade, endeavor, refresh, secret-power, mud-sport, hyper-voice, weather-ball, muddy-water, bounce, mud-shot, water-pulse, aqua-ring, earth-power, mud-bomb, sludge-wave, after-you, round, echoed-voice, scald, confide, venom-drench, infestation"""
536,palpitoad,"""growl, supersonic, acid, hydro-pump, surf, bubble-beam, toxic, screech, double-team, bubble, rest, substitute, snore, flail, protect, sludge-bomb, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, rock-smash, uproar, hail, facade, focus-punch, endeavor, secret-power, hyper-voice, weather-ball, muddy-water, bounce, mud-shot, water-pulse, gastro-acid, aqua-ring, earth-power, power-whip, stealth-rock, sludge-wave, after-you, round, echoed-voice, scald, bulldoze, confide, venom-drench, infestation"""
537,seismitoad,"""mega-punch, ice-punch, mega-kick, growl, supersonic, acid, hydro-pump, surf, bubble-beam, hyper-beam, low-kick, strength, earthquake, dig, toxic, screech, double-team, bubble, rest, rock-slide, substitute, snore, flail, protect, sludge-bomb, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, rock-smash, uproar, hail, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, dive, hyper-voice, weather-ball, rock-tomb, muddy-water, bounce, mud-shot, water-pulse, payback, fling, gastro-acid, aqua-ring, poison-jab, drain-punch, focus-blast, earth-power, giga-impact, power-whip, stealth-rock, grass-knot, venoshock, sludge-wave, after-you, round, echoed-voice, scald, bulldoze, confide, venom-drench, infestation, power-up-punch, stomping-tantrum, liquidation"""
538,throh,"""mega-punch, fire-punch, ice-punch, thunder-punch, bind, mega-kick, body-slam, leer, low-kick, seismic-toss, strength, earthquake, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, snore, reversal, protect, scary-face, endure, swagger, attract, sleep-talk, return, frustration, pain-split, vital-throw, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, payback, fling, poison-jab, focus-blast, giga-impact, zen-headbutt, stone-edge, grass-knot, wide-guard, storm-throw, low-sweep, round, circle-throw, retaliate, bulldoze, work-up, mat-block, confide, power-up-punch, laser-focus, stomping-tantrum, coaching"""
539,sawk,"""karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, double-kick, mega-kick, leer, low-kick, counter, strength, earthquake, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, snore, reversal, protect, scary-face, endure, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, close-combat, payback, fling, poison-jab, focus-blast, giga-impact, zen-headbutt, stone-edge, grass-knot, low-sweep, round, quick-guard, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch, laser-focus, throat-chop, coaching"""
540,sewaddle,"""razor-wind, cut, tackle, razor-leaf, solar-beam, string-shot, toxic, agility, screech, double-team, light-screen, dream-eater, flash, rest, substitute, mind-reader, snore, flail, protect, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, baton-pass, synthesis, hidden-power, sunny-day, facade, nature-power, magic-coat, secret-power, camouflage, silver-wind, signal-beam, iron-defense, calm-mind, payback, me-first, worry-seed, seed-bomb, air-slash, bug-buzz, energy-ball, grass-knot, bug-bite, round, struggle-bug, electroweb, sticky-web, grassy-terrain, confide"""
541,swadloon,"""cut, tackle, razor-leaf, solar-beam, string-shot, toxic, double-team, light-screen, dream-eater, flash, rest, substitute, snore, protect, giga-drain, swagger, attract, sleep-talk, return, frustration, safeguard, synthesis, hidden-power, sunny-day, facade, nature-power, magic-coat, secret-power, grass-whistle, signal-beam, iron-defense, calm-mind, payback, worry-seed, seed-bomb, energy-ball, grass-knot, bug-bite, round, struggle-bug, electroweb, confide"""
542,leavanny,"""swords-dance, cut, tackle, hyper-beam, razor-leaf, solar-beam, string-shot, toxic, double-team, light-screen, reflect, dream-eater, flash, rest, slash, substitute, snore, protect, giga-drain, false-swipe, swagger, steel-wing, attract, sleep-talk, heal-bell, return, frustration, safeguard, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, magic-coat, knock-off, secret-power, signal-beam, aerial-ace, iron-defense, calm-mind, leaf-blade, payback, worry-seed, poison-jab, seed-bomb, x-scissor, energy-ball, giga-impact, shadow-claw, leaf-storm, grass-knot, bug-bite, hone-claws, entrainment, round, retaliate, struggle-bug, electroweb, fell-stinger, confide, laser-focus, throat-chop"""
543,venipede,"""take-down, double-edge, poison-sting, twineedle, pin-missile, bite, solar-beam, toxic, agility, screech, double-team, defense-curl, rest, substitute, snore, protect, sludge-bomb, spikes, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, pursuit, hidden-power, sunny-day, rock-smash, facade, endeavor, secret-power, signal-beam, iron-defense, poison-tail, gyro-ball, payback, toxic-spikes, poison-jab, rock-climb, bug-bite, venoshock, round, hex, struggle-bug, steamroller, confide, venom-drench, infestation, steel-roller, skitter-smack"""
544,whirlipede,"""take-down, double-edge, poison-sting, pin-missile, solar-beam, toxic, agility, screech, double-team, defense-curl, rest, substitute, snore, protect, sludge-bomb, spikes, endure, rollout, swagger, attract, sleep-talk, return, frustration, pursuit, hidden-power, sunny-day, rock-smash, facade, endeavor, secret-power, signal-beam, iron-defense, poison-tail, gyro-ball, payback, toxic-spikes, poison-jab, rock-climb, bug-bite, venoshock, round, hex, struggle-bug, steamroller, confide, venom-drench, infestation, steel-roller, skitter-smack"""
545,scolipede,"""swords-dance, cut, take-down, double-edge, poison-sting, pin-missile, hyper-beam, strength, solar-beam, earthquake, dig, toxic, agility, screech, double-team, defense-curl, rest, rock-slide, substitute, snore, protect, sludge-bomb, spikes, endure, rollout, swagger, attract, sleep-talk, return, frustration, megahorn, baton-pass, pursuit, iron-tail, hidden-power, sunny-day, rock-smash, facade, superpower, endeavor, snatch, secret-power, rock-tomb, signal-beam, iron-defense, poison-tail, gyro-ball, payback, assurance, toxic-spikes, poison-jab, aqua-tail, x-scissor, giga-impact, rock-climb, cross-poison, bug-bite, venoshock, round, hex, struggle-bug, bulldoze, steamroller, confide, venom-drench, infestation, throat-chop, smart-strike, stomping-tantrum, steel-roller, skitter-smack"""
546,cottonee,"""absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, toxic, double-team, swift, dream-eater, flash, rest, substitute, snore, cotton-spore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, encore, hidden-power, sunny-day, beat-up, memento, facade, nature-power, taunt, helping-hand, knock-off, endeavor, secret-power, fake-tears, grass-whistle, tickle, covet, natural-gift, tailwind, worry-seed, seed-bomb, energy-ball, switcheroo, defog, captivate, grass-knot, round, cotton-guard, grassy-terrain, misty-terrain, fairy-wind, confide, dazzling-gleam, grassy-glide"""
547,whimsicott,"""gust, hyper-beam, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, toxic, psychic, double-team, light-screen, swift, dream-eater, flash, rest, substitute, thief, snore, cotton-spore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, encore, hidden-power, sunny-day, shadow-ball, beat-up, memento, facade, nature-power, taunt, helping-hand, knock-off, endeavor, secret-power, fake-tears, covet, tailwind, u-turn, fling, worry-seed, seed-bomb, energy-ball, giga-impact, defog, trick-room, grass-knot, round, cotton-guard, hurricane, grassy-terrain, misty-terrain, play-rough, fairy-wind, moonblast, confide, dazzling-gleam, grassy-glide"""
548,petilil,"""cut, absorb, mega-drain, leech-seed, growth, solar-beam, stun-spore, sleep-powder, toxic, double-team, bide, dream-eater, flash, rest, substitute, snore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, encore, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, ingrain, secret-power, aromatherapy, grass-whistle, bullet-seed, covet, magical-leaf, healing-wish, natural-gift, worry-seed, seed-bomb, energy-ball, leaf-storm, grass-knot, entrainment, after-you, round, confide, laser-focus, pollen-puff, grassy-glide, tera-blast, trailblaze"""
549,lilligant,"""swords-dance, cut, hyper-beam, absorb, mega-drain, leech-seed, growth, solar-beam, stun-spore, sleep-powder, petal-dance, toxic, double-team, light-screen, dream-eater, flash, rest, substitute, snore, protect, giga-drain, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, encore, synthesis, hidden-power, sunny-day, facade, nature-power, helping-hand, role-play, secret-power, teeter-dance, aromatherapy, bullet-seed, covet, magical-leaf, leaf-blade, worry-seed, seed-bomb, energy-ball, giga-impact, leaf-storm, grass-knot, quiver-dance, entrainment, after-you, round, petal-blizzard, grassy-terrain, confide, solar-blade, laser-focus, pollen-puff, grassy-glide, tera-blast, trailblaze"""
550,basculin-red-striped,"""cut, headbutt, tackle, take-down, thrash, double-edge, tail-whip, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, toxic, agility, rage, double-team, waterfall, swift, rest, substitute, snore, flail, reversal, protect, scary-face, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, crunch, whirlpool, uproar, hail, facade, taunt, superpower, revenge, endeavor, secret-power, dive, muddy-water, bounce, mud-shot, water-pulse, brine, assurance, aqua-tail, giga-impact, ice-fang, zen-headbutt, aqua-jet, head-smash, soak, round, chip-away, scald, final-gambit, confide, psychic-fangs, liquidation, scale-shot, flip-turn, wave-crash, tera-blast, snowscape, chilling-water"""
551,sandile,"""cut, sand-attack, body-slam, take-down, thrash, double-edge, leer, bite, roar, counter, earthquake, dig, toxic, rage, double-team, focus-energy, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, mud-slap, sandstorm, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, crunch, beat-up, uproar, torment, facade, taunt, helping-hand, brick-break, snatch, secret-power, rock-tomb, sand-tomb, mud-shot, payback, assurance, embargo, fling, me-first, dark-pulse, aqua-tail, earth-power, shadow-claw, thunder-fang, fire-fang, rock-climb, stone-edge, stealth-rock, grass-knot, hone-claws, foul-play, round, incinerate, retaliate, bulldoze, snarl, confide, power-trip, stomping-tantrum, skitter-smack, lash-out, scorching-sands, tera-blast"""
552,krokorok,"""mega-punch, cut, mega-kick, sand-attack, body-slam, take-down, thrash, leer, bite, roar, low-kick, strength, earthquake, dig, toxic, rage, double-team, focus-energy, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, crunch, rock-smash, beat-up, uproar, torment, facade, focus-punch, taunt, helping-hand, revenge, brick-break, knock-off, snatch, secret-power, rock-tomb, sand-tomb, aerial-ace, dragon-claw, mud-shot, payback, assurance, embargo, fling, dark-pulse, aqua-tail, earth-power, shadow-claw, thunder-fang, fire-fang, stone-edge, stealth-rock, grass-knot, hone-claws, low-sweep, foul-play, round, incinerate, retaliate, bulldoze, dragon-tail, snarl, confide, power-up-punch, power-trip, brutal-swing, stomping-tantrum, skitter-smack, lash-out, scorching-sands, tera-blast"""
553,krookodile,"""mega-punch, cut, mega-kick, sand-attack, body-slam, take-down, thrash, leer, bite, roar, hyper-beam, low-kick, strength, earthquake, dig, toxic, rage, double-team, focus-energy, rest, rock-slide, substitute, thief, snore, spite, protect, scary-face, sludge-bomb, mud-slap, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, crunch, rock-smash, beat-up, uproar, torment, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, snatch, secret-power, rock-tomb, sand-tomb, aerial-ace, block, dragon-claw, bulk-up, mud-shot, close-combat, payback, assurance, embargo, fling, dark-pulse, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, shadow-claw, thunder-fang, fire-fang, gunk-shot, stone-edge, stealth-rock, grass-knot, hone-claws, smack-down, low-sweep, foul-play, round, incinerate, retaliate, bulldoze, dragon-tail, snarl, confide, power-up-punch, darkest-lariat, high-horsepower, throat-chop, power-trip, brutal-swing, stomping-tantrum, scale-shot, skitter-smack, lash-out, scorching-sands, tera-blast"""
554,darumaka,"""mega-punch, fire-punch, mega-kick, headbutt, tackle, take-down, thrash, bite, roar, ember, flamethrower, strength, solar-beam, fire-spin, dig, toxic, rage, double-team, focus-energy, fire-blast, rest, rock-slide, substitute, thief, flame-wheel, snore, protect, belly-drum, endure, rollout, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, sunny-day, rock-smash, uproar, heat-wave, will-o-wisp, facade, focus-punch, taunt, superpower, brick-break, yawn, endeavor, snatch, secret-power, overheat, rock-tomb, extrasensory, hammer-arm, gyro-ball, u-turn, fling, flare-blitz, fire-fang, zen-headbutt, grass-knot, flame-charge, round, incinerate, work-up, confide, power-up-punch"""
555,darmanitan-standard,"""mega-punch, fire-punch, mega-kick, headbutt, tackle, body-slam, thrash, bite, roar, ember, flamethrower, hyper-beam, strength, solar-beam, fire-spin, earthquake, dig, toxic, psychic, rage, double-team, focus-energy, fire-blast, rest, rock-slide, substitute, thief, snore, reversal, protect, belly-drum, endure, rollout, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, sunny-day, future-sight, rock-smash, uproar, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, trick, superpower, brick-break, endeavor, snatch, secret-power, overheat, rock-tomb, iron-defense, bulk-up, hammer-arm, gyro-ball, u-turn, payback, fling, power-swap, guard-swap, flare-blitz, focus-blast, giga-impact, fire-fang, zen-headbutt, iron-head, stone-edge, grass-knot, smack-down, flame-charge, round, incinerate, bulldoze, work-up, confide, mystical-fire, power-up-punch, laser-focus, body-press, expanding-force, burning-jealousy, lash-out"""
556,maractus,"""pin-missile, peck, absorb, mega-drain, leech-seed, growth, solar-beam, petal-dance, toxic, screech, double-team, rest, substitute, snore, cotton-spore, protect, spikes, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, hidden-power, rain-dance, sunny-day, uproar, facade, nature-power, helping-hand, ingrain, knock-off, endeavor, secret-power, needle-arm, hyper-voice, weather-ball, grass-whistle, bullet-seed, aerial-ace, bounce, acupressure, assurance, worry-seed, sucker-punch, poison-jab, seed-bomb, drain-punch, energy-ball, leaf-storm, grass-knot, wood-hammer, after-you, round, cotton-guard, petal-blizzard, grassy-terrain, confide, spiky-shield, throat-chop, grassy-glide"""
557,dwebble,"""swords-dance, cut, sand-attack, counter, strength, solar-beam, earthquake, dig, toxic, double-team, withdraw, rest, rock-slide, slash, substitute, snore, curse, flail, protect, feint-attack, spikes, sandstorm, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, hidden-power, rock-smash, facade, nature-power, knock-off, secret-power, rock-tomb, sand-tomb, aerial-ace, iron-defense, block, rock-blast, rock-polish, poison-jab, night-slash, x-scissor, shadow-claw, rock-wrecker, stone-edge, stealth-rock, bug-bite, hone-claws, wide-guard, smack-down, round, shell-smash, struggle-bug, bulldoze, rototiller, confide, skitter-smack"""
558,crustle,"""swords-dance, cut, sand-attack, hyper-beam, strength, solar-beam, earthquake, dig, toxic, double-team, withdraw, rest, rock-slide, slash, substitute, snore, flail, protect, feint-attack, spikes, sandstorm, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, hidden-power, rock-smash, facade, nature-power, knock-off, secret-power, rock-tomb, sand-tomb, aerial-ace, iron-defense, block, rock-blast, rock-polish, poison-jab, x-scissor, giga-impact, shadow-claw, rock-wrecker, stone-edge, stealth-rock, bug-bite, hone-claws, smack-down, heavy-slam, round, shell-smash, struggle-bug, bulldoze, confide, solar-blade, stomping-tantrum, body-press, meteor-beam, skitter-smack"""
559,scraggy,"""mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, sand-attack, headbutt, leer, roar, low-kick, counter, strength, dig, toxic, double-team, amnesia, high-jump-kick, rest, rock-slide, super-fang, substitute, thief, snore, spite, protect, scary-face, feint-attack, sludge-bomb, detect, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, crunch, rock-smash, beat-up, fake-out, torment, facade, focus-punch, taunt, revenge, brick-break, knock-off, snatch, secret-power, fake-tears, rock-tomb, iron-defense, dragon-claw, bulk-up, dragon-dance, payback, assurance, fling, poison-jab, dark-pulse, dragon-pulse, drain-punch, focus-blast, zen-headbutt, rock-climb, iron-head, stone-edge, grass-knot, head-smash, smack-down, low-sweep, acid-spray, foul-play, round, chip-away, quick-guard, incinerate, retaliate, dragon-tail, work-up, dual-chop, snarl, confide, power-up-punch, lash-out, coaching"""
560,scrafty,"""mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, sand-attack, headbutt, leer, roar, hyper-beam, low-kick, strength, dig, toxic, double-team, amnesia, high-jump-kick, rest, rock-slide, super-fang, substitute, thief, snore, spite, protect, scary-face, feint-attack, sludge-bomb, outrage, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, crunch, rock-smash, beat-up, torment, facade, focus-punch, taunt, revenge, brick-break, knock-off, snatch, secret-power, fake-tears, rock-tomb, iron-defense, dragon-claw, bulk-up, dragon-dance, close-combat, payback, assurance, fling, poison-jab, dark-pulse, dragon-pulse, drain-punch, focus-blast, giga-impact, zen-headbutt, rock-climb, iron-head, stone-edge, grass-knot, head-smash, smack-down, low-sweep, foul-play, round, chip-away, incinerate, retaliate, dragon-tail, work-up, dual-chop, snarl, confide, power-up-punch, throat-chop, lash-out, coaching"""
561,sigilyph,"""gust, whirlwind, fly, ice-beam, psybeam, hyper-beam, solar-beam, thunder-wave, toxic, confusion, psychic, hypnosis, double-team, light-screen, reflect, mirror-move, swift, dream-eater, sky-attack, flash, psywave, rest, substitute, thief, snore, protect, icy-wind, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, hidden-power, rain-dance, psych-up, ancient-power, shadow-ball, future-sight, heat-wave, facade, trick, magic-coat, skill-swap, imprison, secret-power, air-cutter, cosmic-power, signal-beam, aerial-ace, calm-mind, shock-wave, roost, gravity, miracle-eye, pluck, tailwind, psycho-shift, power-swap, dark-pulse, air-slash, energy-ball, giga-impact, psycho-cut, zen-headbutt, flash-cannon, defog, trick-room, charge-beam, psyshock, telekinesis, magic-room, smack-down, synchronoise, round, stored-power, confide, dazzling-gleam, speed-swap, expanding-force, dual-wingbeat"""
562,yamask,"""disable, toxic, psychic, night-shade, double-team, haze, dream-eater, flash, rest, substitute, thief, nightmare, snore, curse, spite, protect, destiny-bond, endure, swagger, mean-look, attract, sleep-talk, return, frustration, safeguard, pain-split, hidden-power, rain-dance, psych-up, shadow-ball, will-o-wisp, memento, facade, trick, role-play, magic-coat, knock-off, skill-swap, imprison, grudge, snatch, secret-power, astonish, fake-tears, iron-defense, block, calm-mind, shock-wave, payback, embargo, heal-block, toxic-spikes, dark-pulse, energy-ball, nasty-plot, zen-headbutt, trick-room, ominous-wind, guard-split, power-split, wonder-room, telekinesis, after-you, round, ally-switch, hex, crafty-shield, confide, infestation, poltergeist"""
563,cofagrigus,"""disable, hyper-beam, toxic, psychic, night-shade, double-team, haze, dream-eater, flash, rest, substitute, thief, snore, curse, spite, protect, scary-face, destiny-bond, endure, swagger, mean-look, attract, sleep-talk, return, frustration, safeguard, pain-split, hidden-power, rain-dance, psych-up, shadow-ball, will-o-wisp, facade, trick, role-play, magic-coat, revenge, knock-off, skill-swap, imprison, grudge, snatch, secret-power, astonish, fake-tears, iron-defense, block, calm-mind, shock-wave, payback, embargo, power-swap, guard-swap, toxic-spikes, dark-pulse, energy-ball, giga-impact, nasty-plot, shadow-claw, zen-headbutt, trick-room, grass-knot, ominous-wind, guard-split, power-split, wonder-room, telekinesis, after-you, round, ally-switch, hex, phantom-force, crafty-shield, confide, infestation, body-press, poltergeist"""
564,tirtouga,"""slam, body-slam, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, strength, rock-throw, earthquake, dig, toxic, double-team, withdraw, bide, waterfall, rest, rock-slide, substitute, snore, curse, flail, protect, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, crunch, ancient-power, rock-smash, whirlpool, facade, knock-off, secret-power, dive, rock-tomb, muddy-water, iron-defense, block, mud-shot, rock-blast, water-pulse, brine, guard-swap, rock-polish, aqua-tail, earth-power, zen-headbutt, stone-edge, stealth-rock, aqua-jet, wide-guard, smack-down, round, scald, shell-smash, bulldoze, confide, liquidation, meteor-beam"""
565,carracosta,"""body-slam, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, low-kick, strength, earthquake, dig, toxic, double-team, withdraw, bide, waterfall, rest, rock-slide, substitute, snore, curse, protect, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, crunch, ancient-power, rock-smash, whirlpool, facade, superpower, knock-off, secret-power, dive, rock-tomb, muddy-water, iron-defense, block, mud-shot, rock-blast, water-pulse, brine, guard-swap, rock-polish, aqua-tail, focus-blast, earth-power, giga-impact, zen-headbutt, iron-head, stone-edge, stealth-rock, aqua-jet, wide-guard, smack-down, round, scald, shell-smash, bulldoze, razor-shell, confide, liquidation, meteor-beam"""
566,archen,"""cut, wing-attack, thrash, leer, bite, roar, rock-throw, earthquake, dig, toxic, agility, quick-attack, double-team, swift, rest, rock-slide, substitute, snore, protect, scary-face, sandstorm, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, crunch, ancient-power, rock-smash, uproar, heat-wave, torment, facade, taunt, knock-off, endeavor, secret-power, rock-tomb, aerial-ace, iron-defense, dragon-claw, bounce, rock-blast, roost, pluck, tailwind, u-turn, assurance, rock-polish, aqua-tail, dragon-pulse, earth-power, switcheroo, shadow-claw, zen-headbutt, defog, stone-edge, stealth-rock, head-smash, hone-claws, smack-down, round, quick-guard, ally-switch, acrobatics, bulldoze, confide, meteor-beam, lash-out, dual-wingbeat"""
567,archeops,"""cut, wing-attack, fly, thrash, leer, roar, hyper-beam, rock-throw, earthquake, dig, toxic, agility, quick-attack, double-team, swift, sky-attack, rest, rock-slide, substitute, snore, protect, scary-face, outrage, sandstorm, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, crunch, ancient-power, rock-smash, uproar, heat-wave, torment, facade, taunt, knock-off, endeavor, secret-power, rock-tomb, aerial-ace, iron-defense, dragon-claw, bounce, rock-blast, roost, pluck, tailwind, u-turn, assurance, rock-polish, aqua-tail, air-slash, dragon-pulse, focus-blast, earth-power, giga-impact, shadow-claw, zen-headbutt, defog, stone-edge, stealth-rock, hone-claws, smack-down, round, quick-guard, ally-switch, acrobatics, bulldoze, dragon-tail, confide, meteor-beam, lash-out, dual-wingbeat"""
